Taxon,Genus,Species,Dry mass g,Temp. oC,Uncorrected mortality rate y-1,log10 Dry mass g,log10 Generation time at 20oC y
Bird,Haematopus,palliatus,158,40,0.149,2.198657087,1.540536015
Bird,Haematopus,palliatus,158,40,0.182,2.198657087,1.453650895
Bird,Haliaeetus,albicilla,1198,40,0.12,3.078456818,1.634541037
Bird,Haliaeetus,leucocephalus,1185,40,0.246,3.07371835,1.322787176
Bird,Haliastur,sphenarus,200,40,0.235,2.301029996,1.342654421
Bird,Helmitheros,vermivorus,3.25,40,0.365,0.511883361,1.151429419
Bird,Hieraaetus,morphnoides,209.8,40,0.249,2.321805484,1.317522936
Bird,Himantopus,mexicanus,41.5,40,0.505,1.618048097,1.010430905
Bird,Himatione,sanguinea,6.275,40,0.407,0.79761373,1.104127874
Bird,Hirundo,fulva,5.1,40,0.276,0.707570176,1.272813201
Bird,Hirundo,fulva,5.1,40,0.549,0.707570176,0.974149939
Bird,Hirundo,pyrrhonota,5.4,40,0.233,0.73239376,1.346366362
Bird,Hirundo,pyrrhonota,5.4,40,0.256,0.73239376,1.305482318
Bird,Hirundo,pyrrhonota,5.4,40,0.286,0.73239376,1.25735625
Bird,Hirundo,rustica,3.95,40,0.318,0.596597096,1.211295163
Bird,Hydrobates,pelagicus,6.3,40,0.127,0.799340549,1.609918562
Bird,Icteria,virens,6.325,40,0.289,0.80106053,1.25282444
Bird,Icterus,cucullatus,6.075,40,0.435,0.783546282,1.075233026
Bird,Icterus,galbula,8.4,40,0.394,0.924279286,1.118226061
Bird,Icterus,galbula,8.575,40,0.22,0.933234129,1.371299602
Bird,Icterus,parisorum,9.35,40,0.407,0.970811611,1.104127874
Bird,Icterus,pectoralis,11.13,40,0.22,1.046495164,1.371299602
Bird,Icterus,spurius,4.9,40,0.267,0.69019608,1.287211022
Bird,Icterus,spurius,4.9,40,0.276,0.69019608,1.272813201
Bird,Ictinia,mississippiensis,69.5,40,0.323,1.841984805,1.204519761
Bird,Junco,hyemalis,4.9,40,0.237,0.69019608,1.338973937
Bird,Junco,hyemalis,4.9,40,0.239,0.69019608,1.335324382
Bird,Junco,hyemalis,4.9,40,0.262,0.69019608,1.295420992
Bird,Junco,hyemalis,4.9,40,0.394,0.69019608,1.118226061
Bird,Junco,phaeonotus,5.1,40,0.394,0.707570176,1.118226061
Bird,Lagopus,leucurus,87.75,40,0.213,1.943247125,1.38534268
Bird,Lagopus,leucurus,89.75,40,0.169,1.953034457,1.485835579
Bird,Lamprolaima,rhami,1.525,40,0.323,0.183269844,1.204519761
Bird,Lanius,excubitor,16.4,40,0.82,1.214843848,0.799908431
Bird,Lanius,ludovicianus,11.85,40,0.204,1.07371835,1.404092116
Bird,Lanius,ludovicianus,11.85,40,0.427,1.07371835,1.083294408
Bird,Larus,argentatus,283.8,40,0.084,2.453012391,1.789442997
Bird,Larus,argentatus,283.8,40,0.09,2.453012391,1.759479774
Bird,Larus,argentatus,283.8,40,0.092,2.453012391,1.749934456
Bird,Larus,argentatus,283.8,40,0.133,2.453012391,1.589870642
Bird,Larus,atricilla,81.25,40,0.168,1.90982337,1.488413001
Bird,Larus,californicus,151.6,40,0.192,2.180699201,1.430421054
Bird,Larus,canus,100.9,40,0.139,2.003891166,1.570707483
Bird,Larus,canus,101,40,0.098,2.004321374,1.722496207
Bird,Larus,delawarensis,129.6,40,0.079,2.112605002,1.816095192
Bird,Larus,delawarensis,129.6,40,0.101,2.112605002,1.709400909
Bird,Larus,glaucescens,252.5,40,0.079,2.402261382,1.816095192
Bird,Larus,glaucescens,252.5,40,0.111,2.402261382,1.668399304
Bird,Larus,glaucescens,252.5,40,0.114,2.402261382,1.656817432
Bird,Larus,marinus,414.6,40,0.108,2.617629298,1.680298528
Bird,Larus,occidentalis,252.8,40,0.091,2.40277707,1.754680891
Bird,Larus,occidentalis,252.8,40,0.101,2.40277707,1.709400909
Bird,Larus,pipixcan,70,40,0.273,1.84509804,1.277559636
Bird,Larus,pipixcan,70,40,0.286,1.84509804,1.25735625
Bird,Laterallus,jamicensis,8.475,40,1.163,0.928139707,0.648142568
Bird,Leptotila,verreauxi,38.25,40,0.299,1.582631439,1.238051095
Bird,Leucosticte,arctoa,6.625,40,0.459,0.821185883,1.051909598
Bird,Leucosticte,arctoa,6.725,40,0.394,0.827692289,1.118226061
Bird,Limnodromus,griseus,28.25,40,0.192,1.451018452,1.430421054
Bird,Limnodromus,griseus,28.25,40,0.34,1.451018452,1.182243366
Bird,Limnodromus,scolopaceus,26.13,40,0.311,1.41713941,1.220961894
Bird,Limnothlypis,swainsonii,4.725,40,0.331,0.674401813,1.193894289
Bird,Limosa,fedoa,92.63,40,0.299,1.966751664,1.238051095
Bird,Limosa,lapponica,84.5,40,0.685,1.926856709,0.878031712
Bird,Lophodytes,cucullatus,135,40,0.226,2.130333768,1.359613844
Bird,Lophodytes,cucullatus,152.5,40,0.249,2.183269844,1.317522936
Bird,Lophoictinia,isura,125.3,40,0.149,2.097951071,1.540536015
Bird,Loxia,curvirostra,10.15,40,0.633,1.006466042,0.912318573
Bird,Melanerpes,aurifrons,21.35,40,0.459,1.329397879,1.051909598
Bird,Melanerpes,carolinus,16.8,40,0.211,1.225309282,1.389439828
Bird,Melanerpes,erythrocephalus,17.9,40,0.259,1.252853031,1.300422519
Bird,Melanerpes,formicivorus,19.53,40,0.169,1.290702243,1.485835579
Bird,Melanerpes,formicivorus,20.73,40,0.159,1.316599302,1.512325159
Bird,Melanerpes,uropygialis,17.43,40,0.331,1.241297387,1.193894289
Bird,Melanitta,deglandi,300,40,0.218,2.477121255,1.37526579
Bird,Melanitta,fusca,439.3,40,0.163,2.642761203,1.501534679
Bird,Melanitta,fusca,439.3,40,0.213,2.642761203,1.38534268
Bird,Meleagris,gallopavo,1056,40,0.196,3.023663918,1.421466212
Bird,Meleagris,gallopavo,1453,40,0.204,3.162265614,1.404092116
Bird,Melospiza,georgiana,4.25,40,0.549,0.62838893,0.974149939
Bird,Melospiza,lincolnii,4.35,40,0.34,0.638489257,1.182243366
Bird,Melospiza,melodia,5.188,40,0.226,0.714999967,1.359613844
Bird,Mergus,merganser,308,40,0.19,2.488550717,1.434968682
Bird,Mergus,serrator,255.4,40,0.485,2.407220893,1.027980545
Bird,Merops,bullockoides,8.7,40,0.37,0.939519253,1.145520559
Bird,Micrathene,whitneyi,10.25,40,0.538,1.010723865,0.982940008
Bird,Micropalama,himantopus,14.34,40,0.282,1.156549151,1.263473175
Bird,Milvus,migrans,206.8,40,0.107,2.315550534,1.684338505
Bird,Milvus,migrans,206.8,40,0.11,2.315550534,1.672329598
Bird,Milvus,milvus,270,40,0.097,2.431363764,1.726950549
Bird,Milvus,milvus,270,40,0.098,2.431363764,1.722496207
Bird,Mimus,polyglottos,12.13,40,0.127,1.083860801,1.609918562
Bird,Mniotilta,varia,2.65,40,0.226,0.423245874,1.359613844
Bird,Molothrus,aeneus,16.68,40,0.746,1.222196046,0.840983456
Bird,Molothrus,ater,10.98,40,0.15,1.04060234,1.537631024
Bird,Molothrus,ater,12.25,40,0.161,1.088136089,1.506896407
Bird,Morus,bassanus,749.9,40,0.125,2.875003354,1.61681227
Bird,Mycteria,americana,594,40,0.4,2.773786445,1.111662292
Bird,Myiarchus,cinerascens,6.8,40,0.286,0.832508913,1.25735625
Bird,Myiarchus,cinerascens,6.8,40,0.538,0.832508913,0.982940008
Bird,Myiarchus,crinitus,8.375,40,0.183,0.922984816,1.451271193
Bird,Myiarchus,tyrannulus,10.95,40,0.259,1.039414119,1.300422519
Bird,Myiarchus,tyrannulus,10.95,40,0.323,1.039414119,1.204519761
Bird,Myioborus,pictus,1.975,40,0.394,0.2955671,1.118226061
Bird,Myioborus,pictus,1.975,40,0.617,0.2955671,0.923437119
Bird,Nucifraga,columbiana,33.75,40,0.146,1.528273777,1.549369427
Bird,Numenius,arquata,201.4,40,0.08,2.304059466,1.810632296
Bird,Numenius,phaeopus,101,40,0.233,2.004321374,1.346366362
Bird,Numenius,tahitiensis,108.4,40,0.216,2.035029282,1.379268532
Bird,Nyctea,scandiaca,510.6,40,0.273,2.70808081,1.277559636
Bird,Nyctea,scandiaca,569.8,40,0.237,2.755722445,1.338973937
Bird,Nycticorax,nycticorax,220.8,40,0.12,2.343999069,1.634541037
Bird,Nycticorax,nycticorax,220.8,40,0.12,2.343999069,1.634541037
Bird,Nycticorax,violaceus,170.6,40,0.413,2.231979027,1.097772232
Bird,Oceanodroma,furcata,13.83,40,0.286,1.14082218,1.25735625
Bird,Oceanodroma,furcata,13.83,40,0.435,1.14082218,1.075233026
Bird,Oceanodroma,homochroa,9.225,40,0.323,0.964966375,1.204519761
Bird,Oceanodroma,leucorhoa,9.95,40,0.081,0.997823081,1.805237264
Bird,Oceanodroma,leucorhoa,9.95,40,0.087,0.997823081,1.774203031
Bird,Oceanodroma,leucorhoa,9.95,40,0.105,0.997823081,1.692532984
Bird,Oceanodroma,tristrami,21,40,0.262,1.322219295,1.295420992
Bird,Oporonis,tolmiei,2.6,40,0.649,0.414973348,0.901477586
Bird,Oporornis,agilis,3.8,40,0.617,0.579783597,0.923437119
Bird,Oporornis,formosus,3.575,40,0.435,0.553276046,1.075233026
Bird,Oporornis,philadelphia,3.25,40,0.327,0.511883361,1.199174531
Bird,Oporornis,tolmiei,2.6,40,0.649,0.414973348,0.901477586
Bird,Otus,asio,45.13,40,0.179,1.654465334,1.460869252
Bird,Otus,flammeolus,13.89,40,0.318,1.142702246,1.211295163
Bird,Otus,kennicottii,42.25,40,0.198,1.625826713,1.417057093
Bird,Oxyura,jamaicensis,147.5,40,0.187,2.16879202,1.441880677
Bird,Pagodroma,nivea,67,40,0.127,1.826074803,1.609918562
Bird,Pagophila,eburnea,154,40,0.149,2.187520721,1.540536015
Bird,Pagophila,eburnea,154,40,0.323,2.187520721,1.204519761
Bird,Pandion,haliaetus,371.4,40,0.115,2.569841899,1.653024443
Bird,Parabuteo,unicinctus,215.8,40,0.233,2.33405144,1.346366362
Bird,Parabuteo,unicinctus,215.8,40,0.256,2.33405144,1.305482318
Bird,Parabuteo,unicinctus,220.6,40,0.202,2.343605508,1.408370914
Bird,Parula,americana,2.15,40,0.538,0.33243846,0.982940008
Bird,Parus,atricapillus,2.7,40,0.206,0.431363764,1.399855063
Bird,Parus,atricapillus,2.75,40,0.361,0.439332694,1.156215081
Bird,Parus,bicolor,5.4,40,0.192,0.73239376,1.430421054
Bird,Parus,bicolor,5.4,40,0.549,0.73239376,0.974149939
Bird,Parus,carolinensis,2.538,40,0.235,0.404491618,1.342654421
Bird,Parus,cinctus,3.1,40,0.37,0.491361694,1.145520559
Bird,Parus,gambeli,2.875,40,0.254,0.458637849,1.308888567
Bird,Parus,hudsonicus,2.45,40,0.562,0.389166084,0.963985968
Bird,Parus,inornatus,4.375,40,0.32,0.640978057,1.208572305
Bird,Parus,major,4.75,40,0.756,0.67669361,0.835200488
Bird,Parus,major,4.75,40,0.989,0.67669361,0.718525992
Bird,Parus,rufescens,2.425,40,0.331,0.384711743,1.193894289
Bird,Parus,sclateri,2.75,40,0.526,0.439332694,0.992736539
Bird,Parus,wollweberi,2.6,40,0.394,0.414973348,1.118226061
Bird,Passer,domesticus,6.925,40,0.192,0.840419778,1.430421054
Bird,Passer,montanus,5.5,40,0.667,0.740362689,0.889596449
Bird,Passerculus,sandwichensis,4.28,40,0.427,0.631443769,1.083294408
Bird,Passerella,iliaca,8.075,40,0.265,0.907142531,1.290476409
Bird,Passerina,amoena,3.875,40,0.289,0.588271707,1.25282444
Bird,Passerina,amoena,4,40,0.538,0.602059991,0.982940008
Bird,Passerina,ciris,3.75,40,0.244,0.574031268,1.326332457
Bird,Passerina,cyanea,3.525,40,0.233,0.547159121,1.346366362
Bird,Passerina,cyanea,3.725,40,0.233,0.571126277,1.346366362
Bird,Passerina,cyanea,3.75,40,0.429,0.574031268,1.081264991
Bird,Passerina,cyanea,3.75,40,0.454,0.574031268,1.05666643
Bird,Pelecanus,erythrorhynchos,1750,40,0.096,3.243038049,1.73145105
Bird,Pelecanus,erythrorhynchos,1750,40,0.159,3.243038049,1.512325159
Bird,Pelecanus,occidentalis,859.5,40,0.129,2.934245881,1.603132573
Bird,Perdix,perdix,97.38,40,0.508,1.98846977,1.007858571
Bird,Perisoreus,canadensis,18.25,40,0.132,1.261262869,1.593148352
Bird,Perisoreus,canadensis,18.25,40,0.159,1.261262869,1.512325159
Bird,Perisoreus,canadensis,18.25,40,0.182,1.261262869,1.453650895
Bird,Pernis,apivorus,189.5,40,0.087,2.277609214,1.774203031
Bird,Phalacrocorax,auritas,418.5,40,0.142,2.621695462,1.561433939
Bird,Phalacrocorax,carbo,527.4,40,0.141,2.722140125,1.564503171
Bird,Phalacrocorax,carbo,527.4,40,0.178,2.722140125,1.463302281
Bird,Phalacrocorax,pelagicus,467,40,0.142,2.669316881,1.561433939
Bird,Phalacrocorax,penicillatus,525.8,40,0.273,2.720820582,1.277559636
Bird,Phalaenoptilus,nuttallii,12.9,40,0.909,1.11058971,0.7551584
Bird,Phalaropus,tricolor,14.99,40,0.256,1.175801633,1.305482318
Bird,Pheucticus,ludovicianus,11.4,40,0.355,1.056904851,1.16349393
Bird,Pheucticus,melanocephalus,10.45,40,0.282,1.01911629,1.263473175
Bird,Phoenicopterus,ruber,758.8,40,0.076,2.880127322,1.832908691
Bird,Phoenicopterus,ruber,758.8,40,0.193,2.880127322,1.428164974
Bird,Phylloscopus,borealis,2.65,40,0.877,0.423245874,0.77072269
Bird,Pica,nuttalli,36,40,0.259,1.556302501,1.300422519
Bird,Pica,nuttalli,39.75,40,0.256,1.599337133,1.305482318
Bird,Pica,pica,44.38,40,0.442,1.647187298,1.068300014
Bird,Pica,pica,44.38,40,0.526,1.647187298,0.992736539
Bird,Picoides,borealis,10.9,40,0.185,1.037426498,1.446550555
Bird,Picoides,borealis,10.9,40,0.213,1.037426498,1.38534268
Bird,Picoides,pubescens,6.75,40,0.224,0.829303773,1.363474265
Bird,Picoides,scalaris,7.575,40,0.588,0.879382637,0.944344957
Bird,Picoides,villosus,15.63,40,0.161,1.193958978,1.506896407
Bird,Pinicola,enucleator,14.1,40,0.265,1.149219113,1.290476409
Bird,Pipilo,aberti,11.49,40,0.299,1.060320029,1.238051095
Bird,Pipilo,chlorurus,7.35,40,0.336,0.866287339,1.187383006
Bird,Pipilo,erythrophthalmus,10.43,40,0.207,1.018284308,1.397751938
Bird,Pipilo,erythrophthalmus,10.43,40,0.239,1.018284308,1.335324382
Bird,Pipilo,fuscus,11.1,40,0.199,1.045322979,1.414869207
Bird,Piranga,ludoviciana,7.025,40,0.327,0.846646329,1.199174531
Bird,Piranga,olivicea,7.15,40,0.254,0.854306042,1.308888567
Bird,Piranga,rubra,7.05,40,0.355,0.848189117,1.16349393
Bird,Piranga,rubra,7.05,40,0.435,0.848189117,1.075233026
Bird,Platalea,leucorodia,473,40,0.09,2.674861141,1.759479774
Bird,Plectrophenax,hyperboreus,13.63,40,0.549,1.134495856,0.974149939
Bird,Plectrophenax,nivalis,10.55,40,0.292,1.02325246,1.248339432
Bird,Plegadis,chihi,155.4,40,0.175,2.191451014,1.470684234
Bird,Pluvialis,dominica,36.25,40,0.549,1.559308011,0.974149939
Bird,Pluvialis,squatarola,55,40,0.125,1.740362689,1.61681227
Bird,Pluvialis,squatarola,55,40,0.201,1.740362689,1.410526226
Bird,Podiceps,auritus,113.3,40,0.505,2.05422991,1.010430905
Bird,Podiceps,grisegena,255.8,40,0.549,2.40790054,0.974149939
Bird,Podiceps,nigricollis,73,40,0.505,1.86332286,1.010430905
Bird,Polioptila,caerulea,1.5,40,0.633,0.176091259,0.912318573
Bird,Polyborus,plancus,223.4,40,0.289,2.349083169,1.25282444
Bird,Polysticta,stelleri,193.3,40,0.207,2.286231854,1.397751938
Bird,Polysticta,stelleri,210.5,40,0.178,2.3232521,1.463302281
Bird,Pooecetes,gramineus,6.425,40,0.327,0.807873132,1.199174531
Bird,Pooecetes,gramineus,6.425,40,0.376,0.807873132,1.138534438
Bird,Procellaria,parkinsoni,168.8,40,0.149,2.227372442,1.540536015
Bird,Procelsterna,cerulea,13.25,40,0.182,1.122215878,1.453650895
Bird,Procelsterna,cerulea,13.25,40,0.233,1.122215878,1.346366362
Bird,Progne,subis,12.35,40,0.185,1.091666958,1.446550555
Bird,Protonotaria,citrea,3.75,40,0.538,0.574031268,0.982940008
Bird,Pterodroma,alba,68,40,0.226,1.832508913,1.359613844
Bird,Pterodroma,hypoleuca,44,40,0.239,1.643452676,1.335324382
Bird,Pterodroma,leucoptera,31.25,40,0.127,1.494850022,1.609918562
Bird,Pterodroma,macroptera,133.1,40,0.141,2.124178055,1.564503171
Bird,Pterodroma,phaeopygia,108.5,40,0.37,2.035429738,1.145520559
Bird,Ptychoramphus,aleuticus,47,40,0.251,1.672097858,1.314048562
Bird,Ptychoramphus,aleuticus,47,40,0.435,1.672097858,1.075233026
Bird,Ptychoramphus,aleuticus,47,40,0.459,1.672097858,1.051909598
Bird,Puffinus,auricularis,80.75,40,0.515,1.907142531,1.001915054
Bird,Puffinus,gravis,212.3,40,0.365,2.326949994,1.151429419
Bird,Puffinus,lherminieri,42,40,0.133,1.62324929,1.589870642
Bird,Puffinus,nativitatis,89,40,0.237,1.949390007,1.338973937
Bird,Puffinus,pacificus,97,40,0.151,1.986771734,1.534745336
Bird,Puffinus,pacificus,97,40,0.182,1.986771734,1.453650895
Bird,Puffinus,puffinus,113.3,40,0.084,2.05422991,1.789442997
Bird,Puffinus,puffinus,113.3,40,0.549,2.05422991,0.974149939
Bird,Puffinus,tenuirostris,135.8,40,0.084,2.13289977,1.789442997
Bird,Puffinus,tenuirostris,135.8,40,0.08,2.13289977,1.810632296
Bird,Pycnonotus,jocusus,6.85,40,0.667,0.835690571,0.889596449
Bird,Pyrocephalus,rubinus,3.6,40,0.476,0.556302501,1.03611533
Bird,Quiscalus,major,41.63,40,0.215,1.619406411,1.381283823
Bird,Quiscalus,mexicanus,47.75,40,0.204,1.678973376,1.404092116
Bird,Quiscalus,quiscula,31.75,40,0.121,1.50174373,1.630936913
Bird,Rallus,longirostris,80.75,40,0.345,1.907142531,1.175903188
Bird,Recurvirostra,americana,79,40,0.286,1.897627091,1.25735625
Bird,Regulus,calendula,1.663,40,0.467,0.220892249,1.044405403
Bird,Regulus,satrapa,1.575,40,0.495,0.197280558,1.019117084
Bird,Rhynchops,niger,75.38,40,0.127,1.877256133,1.609918562
Bird,Riparia,riparia,3.65,40,0.323,0.562292864,1.204519761
Bird,Rissa,brevirostris,97.75,40,0.667,1.990116766,0.889596449
Bird,Rissa,tridactyla,98.25,40,0.135,1.992332559,1.583388515
Bird,Rissa,tridactyla,101.8,40,0.37,2.007747778,1.145520559
Bird,Rissa,tridactyla,101.8,40,0.526,2.007747778,0.992736539
Bird,Rissa,tridactyla,105.3,40,0.196,2.022428371,1.421466212
Bird,Rostrhamus,sociabilis,94.5,40,0.149,1.975431809,1.540536015
Bird,Rostrhamus,sociabilis,94.5,40,0.37,1.975431809,1.145520559
Bird,Sayornis,nigricans,4.663,40,0.323,0.668665415,1.204519761
Bird,Sayornis,nigricans,4.663,40,0.909,0.668665415,0.7551584
Bird,Sayornis,phoebe,4.95,40,0.282,0.694605199,1.263473175
Bird,Scolopax,minor,54.75,40,0.226,1.738384124,1.359613844
Bird,Scolopax,minor,54.75,40,0.276,1.738384124,1.272813201
Bird,Seiurus,aurocapillus,4.85,40,0.286,0.685741739,1.25735625
Bird,Seiurus,motacilla,5.075,40,0.323,0.705436047,1.204519761
Bird,Seiurus,novaeboracensis,4.45,40,0.289,0.648360011,1.25282444
Bird,Selasphorus,platycercus,0.875,40,0.365,-0.057991947,1.151429419
Bird,Selasphorus,platycercus,0.8875,40,0.323,-0.051831638,1.204519761
Bird,Selasphorus,platycercus,0.9,40,0.209,-0.045757491,1.393575997
Bird,Selasphorus,platycercus,0.9,40,0.211,-0.045757491,1.389439828
Bird,Selasphorus,rufus,0.875,40,0.649,-0.057991947,0.901477586
Bird,Selasphorus,sasin,0.7875,40,0.667,-0.103749438,0.889596449
Bird,Selasphorus,sasin,0.8,40,0.685,-0.096910013,0.878031712
Bird,Setophaga,ruticilla,2.125,40,0.256,0.327358934,1.305482318
Bird,Sialia,currucoides,7.4,40,0.549,0.86923172,0.974149939
Bird,Sialia,mexicanus,7.25,40,0.617,0.860338007,0.923437119
Bird,Sialia,sialis,7.9,40,0.323,0.897627091,1.204519761
Bird,Sitta,canadensis,2.45,40,0.345,0.389166084,1.175903188
Bird,Sitta,carolinensis,5.275,40,0.262,0.722222464,1.295420992
Bird,Sitta,pusilla,2.55,40,0.45,0.40654018,1.060509769
Bird,Sitta,pygmaea,2.65,40,0.314,0.423245874,1.216792635
Bird,Somateria,mollissima,478.8,40,0.119,2.680154142,1.638175322
Bird,Somateria,mollissima,478.8,40,0.172,2.680154142,1.478193836
Bird,Somateria,mollissima,516.6,40,0.11,2.713154402,1.672329598
Bird,Somateria,spectabilis,391.8,40,0.134,2.593064432,1.586617485
Bird,Spheniscus,magellanicus,1125,40,0.196,3.051152522,1.421466212
Bird,Sphyrapicus,varius,12.58,40,0.382,1.099680641,1.13165892
Bird,Spiza,americana,7.325,40,0.667,0.864807629,0.889596449
Bird,Spizella,arborea,5.025,40,0.254,0.701136066,1.308888567
Bird,Spizella,breweri,2.725,40,0.505,0.435366507,1.010430905
Bird,Spizella,pallida,3,40,0.515,0.477121255,1.001915054
Bird,Spizella,passerina,3.075,40,0.262,0.48784512,1.295420992
Bird,Spizella,pusilla,3.125,40,0.292,0.494850022,1.248339432
Bird,Spizella,pusilla,3.125,40,0.331,0.494850022,1.193894289
Bird,Sporophila,torqueola,2.175,40,0.218,0.337459261,1.37526579
Bird,Stelgidopteryx,ruficollis,3.8,40,0.442,0.579783597,1.068300014
Bird,Stellula,calliope,0.6625,40,0.435,-0.178814117,1.075233026
Bird,Stellula,calliope,0.7,40,0.427,-0.15490196,1.083294408
Bird,Stercorarius,longicaudus,74.13,40,0.318,1.869994,1.211295163
Bird,Sterna,albifrons,14.25,40,0.12,1.153814864,1.634541037
Bird,Sterna,antillarum,10.78,40,0.105,1.032618761,1.692532984
Bird,Sterna,caspia,163.8,40,0.096,2.214313897,1.73145105
Bird,Sterna,dougallii,27.5,40,0.182,1.439332694,1.453650895
Bird,Sterna,dougallii,27.5,40,0.211,1.439332694,1.389439828
Bird,Sterna,elegans,64.25,40,0.289,1.807873132,1.25282444
Bird,Sterna,forsteri,39.5,40,0.213,1.596597096,1.38534268
Bird,Sterna,forsteri,39.5,40,0.249,1.596597096,1.317522936
Bird,Sterna,fuscata,45,40,0.079,1.653212514,1.816095192
Bird,Sterna,lunata,36.5,40,0.141,1.562292864,1.564503171
Bird,Sterna,lunata,36.5,40,0.157,1.562292864,1.517822631
Bird,Sterna,maxima,117.5,40,0.114,2.070037867,1.656817432
Bird,Sterna,maxima,117.5,40,0.149,2.070037867,1.540536015
Bird,Sterna,nilotica,58.25,40,0.159,1.76529593,1.512325159
Bird,Sterna,nilotica,58.25,40,0.413,1.76529593,1.097772232
Bird,Sterna,paradisaea,27.5,40,0.074,1.439332694,1.844490563
Bird,Sterna,sandvicensis,52,40,0.158,1.716003344,1.515065196
Bird,Streptopelia,chinensis,39.75,40,0.336,1.599337133,1.187383006
Bird,Strix,nebulosa,243.5,40,0.286,2.386498966,1.25735625
Bird,Strix,nebulosa,289.8,40,0.196,2.462098381,1.421466212
Bird,Strix,occidentalis,152.4,40,0.149,2.182984967,1.540536015
Bird,Strix,varia,179.1,40,0.139,2.253095586,1.570707483
Bird,Strix,varia,200.3,40,0.254,2.301680949,1.308888567
Bird,Sturnella,magna,22.25,40,0.286,1.347330015,1.25735625
Bird,Sturnus,vulgaris,20.58,40,0.119,1.31344537,1.638175322
Bird,Sula,bassanus,749.9,40,0.101,2.875003354,1.709400909
Bird,Sula,bassanus,749.9,40,0.124,2.875003354,1.620300598
Bird,Sula,dactylatra,438.1,40,0.1,2.641573253,1.713722283
Bird,Sula,dactylatra,438.1,40,0.11,2.641573253,1.672329598
Bird,Sula,leucogaster,345.5,40,0.103,2.538448052,1.700885058
Bird,Sula,leucogaster,345.5,40,0.158,2.538448052,1.515065196
Bird,Sula,serrator,587.5,40,0.076,2.769007871,1.832908691
Bird,Sula,sula,250.8,40,0.11,2.399327532,1.672329598
Bird,Sula,sula,250.8,40,0.115,2.399327532,1.653024443
Bird,Synthliboramphus,antiquus,51.5,40,0.526,1.711807229,0.992736539
Bird,Synthliboramphus,antiquus,51.5,40,0.602,1.711807229,0.934125792
Bird,Synthliboramphus,hypoleucus,41.75,40,0.169,1.62065648,1.485835579
Bird,Synthliboramphus,hypoleucus,41.75,40,0.262,1.62065648,1.295420992
Bird,Tachybaptus,ruficollis,50.25,40,0.196,1.701136066,1.421466212
Bird,Tachycineta,bicolor,5.025,40,0.233,0.701136066,1.346366362
Bird,Tachycineta,bicolor,5.025,40,0.289,0.701136066,1.25282444
Bird,Tachycineta,thalassina,3.6,40,0.382,0.556302501,1.13165892
Bird,Telespyza,cantans,8.2,40,0.435,0.913813852,1.075233026
Bird,Threskiornis,aethiopicus,374.5,40,0.12,2.573451822,1.634541037
Bird,Thryomanes,bewickii,2.475,40,0.323,0.393575203,1.204519761
Bird,Thryomanes,bewickii,2.475,40,0.34,0.393575203,1.182243366
Bird,Thryothorus,ludovicianus,4.675,40,0.427,0.669781615,1.083294408
Bird,Toxostoma,bendirei,15.55,40,0.633,1.191730393,0.912318573
Bird,Toxostoma,curvirostre,19.85,40,0.237,1.297760511,1.338973937
Bird,Toxostoma,lecontei,15.48,40,0.459,1.189770956,1.051909598
Bird,Toxostoma,longirostre,17.48,40,0.355,1.242541428,1.16349393
Bird,Toxostoma,redivivum,21.1,40,0.376,1.324282455,1.138534438
Bird,Toxostoma,rufum,17.2,40,0.199,1.235528447,1.414869207
Bird,Tringa,flavipes,20.25,40,0.549,1.306425028,0.974149939
Bird,Tringa,macularia,10.1,40,0.213,1.004321374,1.38534268
Bird,Troglodytes,aedon,2.725,40,0.365,0.435366507,1.151429419
Bird,Troglodytes,troglodytes,2.225,40,0.649,0.347330015,0.901477586
Bird,Turdoides,squamiceps,18.5,40,0.297,1.267171728,1.240965834
Bird,Turdoides,squamiceps,18.5,40,0.097,1.267171728,1.726950549
Bird,Turdus,migratorius,19.33,40,0.183,1.286231854,1.451271193
Bird,Tympanuchus,cupido,221.4,40,2,2.345177617,0.412692288
Bird,Tympanuchus,pallidicinctus,188.9,40,0.189,2.276231958,1.437260479
Bird,Tympanuchus,phasianellus,208.9,40,0.413,2.31993844,1.097772232
Bird,Tyrannus,tyrannus,10.9,40,0.259,1.037426498,1.300422519
Bird,Tyrannus,verticalis,9.9,40,0.376,0.995635195,1.138534438
Bird,Uria,aalge,248.1,40,0.096,2.394626764,1.73145105
Bird,Uria,lomvia,241,40,0.111,2.382017043,1.668399304
Bird,Vermivora,celata,2.25,40,0.382,0.352182518,1.13165892
Bird,Vermivora,chrysoptera,2.175,40,0.327,0.337459261,1.199174531
Bird,Vermivora,luciae,1.65,40,0.45,0.217483944,1.060509769
Bird,Vermivora,peregrina,2.45,40,0.407,0.389166084,1.104127874
Bird,Vermivora,pinus,2.1,40,0.327,0.322219295,1.199174531
Bird,Vermivora,ruficapilla,2.15,40,0.355,0.33243846,1.16349393
Bird,Vermivora,virginiae,1.95,40,0.649,0.290034611,0.901477586
Bird,Vermivora,virginiae,1.95,40,0.847,0.290034611,0.785838873
Bird,Vireo,atricapillus,2.125,40,0.37,0.327358934,1.145520559
Bird,Vireo,bellii,2.125,40,0.376,0.327358934,1.138534438
Bird,Vireo,flavifrons,4.5,40,0.427,0.653212514,1.083294408
