"CiteID","ConID","ott_id","TSc","FSc","fF","TG","EE","BM","Eco","Lat","Long","TA","TAlog","SA","SAlog","Yr","DT","tWS","FD","PS","PST","DR","Drc","Drf"
"Jude_1973","Dorosoma_cepedianum",975202,2,2,1,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-10-15,298,"Gut content (lethal)","Sub-population","Large (>254mm)",2,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,2,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-11-15,329,"Gut content (lethal)","Sub-population","Medium (152-254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,3,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-12-15,359,"Gut content (lethal)","Sub-population","Medium (152-254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,10,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-12-15,359,"Gut content (lethal)","Sub-population","Large (>254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,11,11,1,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-05-15,145,"Gut content (lethal)","Sub-population","Large (>254mm)",3,"Phylum","Family"
"Jude_1973","Dorosoma_cepedianum",975202,29,21,0.7241,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-08-15,237,"Gut content (lethal)","Sub-population","Medium (152-254mm)",4,"Phylum","Genus"
"Jude_1973","Dorosoma_cepedianum",975202,25,22,0.88,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-08-15,237,"Gut content (lethal)","Sub-population","Medium (152-254mm)",3,"Phylum","Family"
"Jude_1973","Dorosoma_cepedianum",975202,2,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-03-15,84,"Gut content (lethal)","Sub-population","Medium (152-254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,1,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,NA,NA,NA,NA,1966,1966-10-15,298,"Gut content (lethal)","Sub-population","Medium (152-254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,20,13,0.65,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-08-15,237,"Gut content (lethal)","Sub-population","Large (>254mm)",4,"Phylum","Genus"
"Jude_1973","Dorosoma_cepedianum",975202,18,12,0.6667,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-07-15,206,"Gut content (lethal)","Sub-population","Medium (152-254mm)",4,"Phylum","Genus"
"Jude_1973","Dorosoma_cepedianum",975202,7,7,1,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-06-15,176,"Gut content (lethal)","Sub-population","Medium (152-254mm)",2,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,6,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-12-15,359,"Gut content (lethal)","Sub-population","Medium (152-254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,11,4,0.3636,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-11-15,329,"Gut content (lethal)","Sub-population","Large (>254mm)",2,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,59,47,0.7966,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-08-15,237,"Gut content (lethal)","Sub-population","Large (>254mm)",4,"Phylum","Genus"
"Jude_1973","Dorosoma_cepedianum",975202,2,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-11-15,329,"Gut content (lethal)","Sub-population","Medium (152-254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,3,2,0.6667,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-05-15,145,"Gut content (lethal)","Sub-population","Medium (152-254mm)",2,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,29,23,0.7931,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-07-15,206,"Gut content (lethal)","Sub-population","Large (>254mm)",4,"Phylum","Genus"
"Jude_1973","Dorosoma_cepedianum",975202,14,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-12-15,359,"Gut content (lethal)","Sub-population","Large (>254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,2,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-09-15,268,"Gut content (lethal)","Sub-population","Large (>254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,3,2,0.6667,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-06-15,176,"Gut content (lethal)","Sub-population","Large (>254mm)",3,"Phylum","Family"
"Jude_1973","Dorosoma_cepedianum",975202,1,1,1,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,NA,NA,NA,NA,1967,1967-06-15,176,"Gut content (lethal)","Sub-population","Medium (152-254mm)",2,"Phylum","Family"
"Jude_1973","Dorosoma_cepedianum",975202,1,1,1,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,NA,NA,NA,NA,1967,1967-05-15,145,"Gut content (lethal)","Sub-population","Medium (152-254mm)",2,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,9,4,0.4444,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-05-15,145,"Gut content (lethal)","Sub-population","Large (>254mm)",2,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,15,10,0.6667,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-07-15,206,"Gut content (lethal)","Sub-population","Large (>254mm)",3,"Phylum","Family"
"Jude_1973","Dorosoma_cepedianum",975202,4,1,0.25,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1967,1967-03-15,84,"Gut content (lethal)","Sub-population","Large (>254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,8,0,0,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-11-15,329,"Gut content (lethal)","Sub-population","Large (>254mm)",1,"Phylum","Phylum"
"Jude_1973","Dorosoma_cepedianum",975202,28,27,0.9643,"Fish","Ectotherm",2400,"Lotic",40.61,-91.24,"Days",0,"10km",4,1966,1966-07-15,206,"Gut content (lethal)","Sub-population","Medium (152-254mm)",4,"Phylum","Genus"
"Macy_1982","Doryteuthis_pealeii",241285,851,386,0.4536,"Molluscs","Ectotherm",216.3,"Marine",40,-70,"Years",2.86,"100km",5,1977,1977-12-15,359,"Gut content (lethal)","Whole population","NA",5,"Phylum","Class"
"Macy_1982","Doryteuthis_pealeii",241285,2667,1248,0.4679,"Molluscs","Ectotherm",216.3,"Marine",41.6,-71.4,"Months",1.38,"10km",4,1978,1978-07-15,206,"Gut content (lethal)","Whole population","NA",5,"Phylum","Class"
"Gao_2022","Dosidicus_gigas",125334,96,96,1,"Molluscs","Ectotherm",4500,"Marine",-3.82,-98.67,"Months",1.38,"100km",5,2017,2017-06-15,358,"Gut content (lethal)","Whole population","NA",73,"Class","Species"
"Pardo-Gandarillas_2014","Dosidicus_gigas",125334,124,82,0.6613,"Molluscs","Ectotherm",4500,"Marine",-36,-78.72,"Months",1.38,"100km",5,2003,2003-10-15,116,"Gut content (lethal)","Whole population","NA",24,"Class","Species"
"Ulloa_2006","Dosidicus_gigas",125334,52,52,1,"Molluscs","Ectotherm",4500,"Marine",-37.83,-73.73,"Months",1.38,"100km",5,2005,2005-07-15,24,"Gut content (lethal)","Whole population","NA",10,"Family","Species"
"Longhurst_1957","Drepane_punctata",250267,3840,691,0.1799,"Fish","Ectotherm",16.96,"Marine",8.5,-13.1,"Years",2.86,"1000m",3,1953,1953-01-01,NA,"Gut content (lethal)","Whole population","NA",10,"Phylum","Species"
"Nakagawa_2023","Drunella_basalis",5013681,16,15,0.9375,"Arthropods","Ectotherm",0.01625,"Lotic",35.33,135.75,"Years",2.86,"100m",2,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Nakagawa_2023","Drunella_ishiyamana",506929,172,137,0.7965,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,"Years",2.86,"100m",2,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",7,"Phylum","Genus"
"Nakagawa_2023","Drunella_sachalinensis",5013684,19,14,0.7368,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,"Years",2.86,"100m",2,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Nakagawa_2023","Drunella_trispina",506931,1,0,0,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,NA,NA,NA,NA,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",0,"Phylum","Phylum"
"Lauría-Manzano_2014","Dryophytes_euphorbiaceus",598460,38,36,0.9474,"Amphibians","Ectotherm",2.158,"Terrestrial",18.3,97.07,"Months",1.38,"1000m",3,2006,2006-01-01,NA,"Gut content (lethal)","Whole population","NA",14,"Class","Order"
"Hirai_2000","Dryophytes_japonicus",240413,85,76,0.894,"Amphibians","Ectotherm",2.5,"Terrestrial",35.18,135.88,"Years",2.86,"1000m",3,1995,1995-01-01,11,"Gut content (lethal)","Sub-population","Male",17,"Order","Family"
"Hirai_2000","Dryophytes_japonicus",240413,4,4,1,"Amphibians","Ectotherm",2.5,"Terrestrial",35.18,135.88,"Years",2.86,"1000m",3,1995,1995-01-01,11,"Gut content (lethal)","Sub-population","Female",11,"Order","Family"
"Hirai_2000","Dryophytes_japonicus",240413,11,6,0.545,"Amphibians","Ectotherm",2.5,"Terrestrial",35.18,135.88,"Years",2.86,"1000m",3,1995,1995-01-01,11,"Gut content (lethal)","Sub-population","Female",11,"Order","Family"
"Hirai_2000","Dryophytes_japonicus",240413,7,4,0.571,"Amphibians","Ectotherm",2.5,"Terrestrial",35.18,135.88,"Years",2.86,"1000m",3,1995,1995-01-01,11,"Gut content (lethal)","Sub-population","Female",11,"Order","Family"
"Taniguchi_2005","Dryophytes_japonicus",240413,40,35,0.875,"Amphibians","Ectotherm",2.5,"Terrestrial",34.25,134,"Months",1.38,"100m",2,2001,2001-08-15,237,"Gut content (lethal)","Sub-population","Juvenile",10,"Phylum","Family"
"Hirai_2000","Dryophytes_japonicus",240413,144,44,0.306,"Amphibians","Ectotherm",2.5,"Terrestrial",35.18,135.88,"Years",2.86,"1000m",3,1995,1995-01-01,11,"Gut content (lethal)","Sub-population","Male",17,"Order","Family"
"Hirai_2000","Dryophytes_japonicus",240413,103,86,0.835,"Amphibians","Ectotherm",2.5,"Terrestrial",35.18,135.88,"Years",2.86,"1000m",3,1995,1995-01-01,11,"Gut content (lethal)","Sub-population","Male",17,"Order","Family"
"Ito_2009","Dryophytes_japonicus",240413,42,39,0.9286,"Amphibians","Ectotherm",2.5,"Terrestrial",34.35,132.3,"Days",0,"100m",2,2001,2001-07-15,206,"Gut content (lethal)","Whole population","NA",13,"Class","Order"
"Mahan_2007","Dryophytes_versicolor",386095,107,76,0.7103,"Amphibians","Ectotherm",7.2,"Terrestrial",39,-92,"Days",0,"100m",2,2004,2004-07-01,193,"Gut content (non-lethal)","Whole population","NA",22,"Class","Family"
"Howell_2003","Dytaster_grandis",3656994,30,23,0.7667,"Echinoderms","Ectotherm",57.43,"Marine",50,-13,"Months",1.38,"10m",1,2001,2001-04-18,118,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Cressey_1970","Echeneis_naucrates",776562,95,87,0.9158,"Fish","Ectotherm",160.8,"Marine",30.85,-81,"Years",2.86,"1000km",6,1970,1970-07-01,192,"Gut content (lethal)","Sub-population","Adult",2,"Class","Order"
"Randall_1967","Echeneis_naucrates",776562,12,5,0.4167,"Fish","Ectotherm",160.8,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",3,"Phylum","Species"
"Randall_1967","Echidna_catenata",369657,11,8,0.7273,"Fish","Ectotherm",81.83,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",5,"Genus","Species"
"Arrington_2002","Eigenmannia_virescens",437387,138,138,1,"Fish","Ectotherm",113.6,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Berazategui_2007","Elachistocleis_bicolor",215232,159,152,0.956,"Amphibians","Ectotherm",3.6,"Terrestrial",-31.5,-55.29,"Months",1.38,"1000m",3,2001,2001-01-01,NA,"Gut content (lethal)","Whole population","NA",17,"Class","Family"
"Arrington_2002","Elassoma_evergladei",313433,72,71,0.9861,"Fish","Ectotherm",0.07519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Flores_2008","Electrona_antarctica",358647,139,120,0.8633,"Fish","Ectotherm",15,"Marine",-65,-2,"Days",0,"100km",5,2004,2004-04-16,299,"Gut content (lethal)","Sub-population","Juvenile",12,"Order","Species"
"Eriksen_2021","Eleginus_navaga",450082,175,107,0.6114,"Fish","Ectotherm",675.4,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",7,"Phylum","Order"
"Maeda_2004","Eleotris_acanthopoma",78295,29,25,0.862,"Fish","Ectotherm",29.59,"Lotic",26.56,128.07,"Months",1.38,"100m",2,1998,1998-01-01,11,"Gut content (lethal)","Sub-population","Size",18,"Order","Species"
"Maeda_2004","Eleotris_acanthopoma",78295,16,15,0.937,"Fish","Ectotherm",29.59,"Lotic",26.56,128.07,"Months",1.38,"100m",2,1998,1998-01-01,11,"Gut content (lethal)","Sub-population","Size",7,"Order","Species"
"Maeda_2004","Eleotris_acanthopoma",78295,33,27,0.818,"Fish","Ectotherm",29.59,"Lotic",26.56,128.07,"Months",1.38,"100m",2,1998,1998-01-01,11,"Gut content (lethal)","Sub-population","Size",15,"Order","Species"
"Maeda_2004","Eleotris_acanthopoma",78295,7,6,0.857,"Fish","Ectotherm",29.59,"Lotic",26.56,128.07,"Months",1.38,"100m",2,1998,1998-01-01,11,"Gut content (lethal)","Sub-population","Size",6,"Genus","Species"
"Arrington_2002","Eleotris_amblyopsis",740276,625,511,0.8176,"Fish","Ectotherm",6.102,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Maeda_2004","Eleotris_fusca",78297,18,18,1,"Fish","Ectotherm",191.9,"Lotic",26.56,128.07,"Months",1.38,"100m",2,1998,1998-01-01,11,"Gut content (lethal)","Sub-population","Size",15,"Class","Species"
"Maeda_2004","Eleotris_fusca",78297,10,9,0.9,"Fish","Ectotherm",191.9,"Lotic",26.56,128.07,"Months",1.38,"100m",2,1998,1998-01-01,11,"Gut content (lethal)","Sub-population","Size",12,"Class","Species"
"Arrington_2002","Eleotris_pisonis",417209,146,96,0.6575,"Fish","Ectotherm",21.02,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Beard_2007","Eleutherodactylus_coqui",1085754,696,669,0.9612,"Amphibians","Ectotherm",85.5,"Terrestrial",19.58,-154.41,"Years",2.86,"1000m",3,1998,1998-06-15,176,"Gut content (lethal)","Whole population","NA",31,"Phylum","Family"
"Ovaska_1991","Eleutherodactylus_johnstonei",836975,140,113,0.8071,"Amphibians","Ectotherm",24,"Terrestrial",13.19,-59.64,"Months",1.38,"100m",2,1989,1989-03-15,84,"Gut content (non-lethal)","Whole population","NA",16,"Order","Order"
"Ferreira_2015","Eleutherodactylus_planirostris",1066501,397,248,0.6247,"Amphibians","Ectotherm",NA,"Terrestrial",20.8,-156.31,"Days",0,"1000m",3,2010,2010-11-15 13:00:00,329,"Gut content (lethal)","Whole population","NA",26,"Phylum","Family"
"Olson_2012","Eleutherodactylus_planirostris",1066501,427,415,0.9719,"Amphibians","Ectotherm",NA,"Terrestrial",19.55,-155,"Days",0,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",32,"Phylum","Order"
"Fagade_1973","Elops_lacerta",3642883,213,151,0.71,"Fish","Ectotherm",70.12,"Marine",6.4,3.4,"Years",2.86,"1000m",3,1968,1968-01-01,NA,"Gut content (lethal)","Whole population","NA",9,"Phylum","Species"
"Marais_1984","Elops_machnata",718874,4,2,0.5,"Fish","Ectotherm",10800,"Lotic",-34.12,24.8,"Years",2.86,"1000m",3,1979,1979-01-01,NA,"Gut content (lethal)","Whole population","NA",5,"Family","Species"
"Marais_1984","Elops_machnata",718874,86,17,0.197,"Fish","Ectotherm",10800,"Lotic",-33.69,25.83,"Years",2.86,"1000m",3,1978,1978-01-01,NA,"Gut content (lethal)","Whole population","NA",10,"Family","Species"
"Marais_1984","Elops_machnata",718874,2,1,0.5,"Fish","Ectotherm",10800,"Lotic",-33.96,25.01,"Years",2.86,"1000m",3,1981,1981-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Family","Family"
"Marais_1984","Elops_machnata",718874,69,22,0.317,"Fish","Ectotherm",10800,"Lotic",-33.83,25.57,"Years",2.86,"1000m",3,1977,1977-01-01,NA,"Gut content (lethal)","Whole population","NA",10,"Family","Species"
"Arrington_2002","Elops_saurus",329631,10,6,0.6,"Fish","Ectotherm",10100,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Scott_1903","Enchelyopus_cimbrius",339087,20,18,0.9,"Fish","Ectotherm",139.4,"Marine",59.5,1.3,"Days",0,"1000m",3,1901,1901-12-11,355,"Gut content (lethal)","Whole population","NA",18,"Phylum","Species"
"Eriksen_2021","Enchelyopus_cimbrius",339087,4,3,0.75,"Fish","Ectotherm",139.4,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",4,"Phylum","Order"
"Shaiek_2015","Engraulis_encrasicolus",222963,17,17,1,"Fish","Ectotherm",7.7,"Lentic",38.35,10.39,"Years",2.86,"10km",4,2011,2011-01-01,11,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Arrington_2002","Enneacanthus_gloriosus",476364,59,56,0.9492,"Fish","Ectotherm",15.18,"Lentic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Bury_1973","Ensatina_eschscholtzii",637537,37,37,1,"Amphibians","Ectotherm",61,"Terrestrial",40.45,-124,"Years",2.86,"1000m",3,1968,1968-01-01,NA,"Gut content (lethal)","Whole population","NA",13,"Order","Order"
"Arrington_2002","Enteromius_paludinosus",446410,60,55,0.9167,"Fish","Ectotherm",39.18,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Arrington_2002","Entomocorus_gameroi",3623579,49,49,1,"Fish","Ectotherm",3.708,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Nakagawa_2023","Eoneureclipsis",124091,1,1,1,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,NA,NA,NA,NA,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Nakagawa_2023","Epeorus_latifolium",280825,3,2,0.6667,"Arthropods","Ectotherm",0.01011,"Lotic",35.33,135.75,"Years",2.86,"100m",2,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Nakagawa_2023","Ephemerella_cornutus",1032877,1,1,1,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,NA,NA,NA,NA,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Longhurst_1957","Ephippion_guttifer",764245,59,51,0.8644,"Fish","Ectotherm",82.4,"Marine",8.5,-13.1,"Years",2.86,"1000m",3,1953,1953-01-01,NA,"Gut content (lethal)","Whole population","NA",7,"Phylum","Family"
"Randall_1967","Epinephelus_adscensionis",534151,56,31,0.5536,"Fish","Ectotherm",2342,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",15,"Family","Species"
"Fagade_1973","Epinephelus_aeneus",306171,8,6,0.75,"Fish","Ectotherm",15570,"Marine",6.4,3.4,"Years",2.86,"1000m",3,1967,1967-01-01,NA,"Gut content (lethal)","Whole population","NA",2,"Phylum","Species"
"Ali_2016","Epinephelus_fasciatus",534146,75,39,0.52,"Fish","Ectotherm",2000,"Marine",12.7,54,"Months",1.38,"1000m",3,2005,2005-03-15,84,"Gut content (lethal)","Whole population","NA",35,"Phylum","Species"
"Randall_1967","Epinephelus_guttatus",64597,110,50,0.4545,"Fish","Ectotherm",470,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",18,"Order","Species"
"Randall_1967","Epinephelus_itajara",64600,9,9,1,"Fish","Ectotherm",217500,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",6,"Order","Species"
"Randall_1967","Epinephelus_morio",144514,5,2,0.4,"Fish","Ectotherm",6500,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",2,"Phylum","Order"
"Wen_2012","Epinephelus_quoyanus",45491,676,375,0.555,"Fish","Ectotherm",1038,"Marine",-23.15,150.94,"Years",2.86,"10km",4,2008,2008-03-15,267,"Gut content (lethal)","Whole population","NA",19,"Class","Family"
"Ali_2016","Epinephelus_stoliczkae",3634069,94,68,0.7283,"Fish","Ectotherm",580.8,"Marine",12.7,54,"Months",1.38,"1000m",3,2005,2005-03-15,84,"Gut content (lethal)","Whole population","NA",51,"Phylum","Species"
"Randall_1967","Epinephelus_striatus",64613,255,153,0.6,"Fish","Ectotherm",3230,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",65,"Class","Species"
"Nakagawa_2023","Epiophlebia_superstes",915722,2,1,0.5,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,"Years",2.86,"100m",2,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Randall_1967","Equetus_punctatus",702680,28,16,0.5714,"Fish","Ectotherm",62.54,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",13,"Phylum","Species"
"Finley_1983","Erignathus_barbatus",931413,15,13,0.8667,"Mammals","Endotherm",280000,"Marine",72.7,-77.84,"Years",2.86,"100km",5,1979,1979-08-15,237,"Gut content (lethal)","Whole population","NA",24,"Phylum","Species"
"Finley_1983","Erignathus_barbatus",931413,7,7,1,"Mammals","Endotherm",280000,"Marine",70.46,-68.6,"Years",2.86,"100km",5,1979,1979-08-15,237,"Gut content (lethal)","Whole population","NA",22,"Phylum","Species"
"Finley_1983","Erignathus_barbatus",931413,14,14,1,"Mammals","Endotherm",280000,"Marine",76.43,-83.15,"Years",2.86,"100km",5,1979,1979-08-15,237,"Gut content (lethal)","Whole population","NA",22,"Phylum","Species"
"Dehn_2006","Erignathus_barbatus",931413,37,36,0.973,"Mammals","Endotherm",280000,"Marine",71.3,-156.82,"Years",2.86,"10km",4,2001,2001-01-01,NA,"Gut content (lethal)","Whole population","NA",21,"Phylum","Species"
"Antonelis_1994","Erignathus_barbatus",931413,78,74,0.9487,"Mammals","Endotherm",280000,"Marine",61,-172.16,"Days",0,"100km",5,1981,1981-04-14,114,"Gut content (lethal)","Whole population","NA",38,"Phylum","Species"
"Dominguez_2000","Esox_lucius",739941,1737,268,0.1543,"Fish","Ectotherm",1346,"Lotic",41.93,-5.74,"Years",2.86,"1000m",3,1984,1984-01-01,NA,"Gut content (lethal)","Whole population","NA",29,"Phylum","Species"
"Soupir_2000","Esox_lucius",739941,52,30,0.5769,"Fish","Ectotherm",1346,"Lentic",48.48,-92.84,"Days",0,"100m",2,1997,1997-10-15,298,"Gut content (lethal)","Whole population","NA",4,"Class","Species"
"Soupir_2000","Esox_lucius",739941,36,23,0.6389,"Fish","Ectotherm",1346,"Lentic",48.52,-92.81,"Days",0,"100m",2,1997,1997-10-15,298,"Gut content (lethal)","Whole population","NA",3,"Class","Species"
"Soupir_2000","Esox_lucius",739941,87,51,0.5862,"Fish","Ectotherm",1346,"Lentic",48.54,-93,"Days",0,"100m",2,1996,1996-04-15,116,"Gut content (lethal)","Whole population","NA",7,"Class","Species"
"Soupir_2000","Esox_lucius",739941,49,32,0.6531,"Fish","Ectotherm",1346,"Lentic",48.52,-92.81,"Days",0,"100m",2,1997,1997-07-15,206,"Gut content (lethal)","Whole population","NA",3,"Class","Species"
"Soupir_2000","Esox_lucius",739941,59,34,0.5763,"Fish","Ectotherm",1346,"Lentic",48.54,-93,"Days",0,"100m",2,1996,1996-10-15,299,"Gut content (lethal)","Whole population","NA",7,"Class","Species"
"Dominguez_2000","Esox_lucius",739941,1176,819,0.6964,"Fish","Ectotherm",1346,"Lotic",41.93,-5.74,"Years",2.86,"1000m",3,1984,1984-01-01,NA,"Gut content (lethal)","Whole population","NA",26,"Phylum","Species"
"Dominguez_2000","Esox_lucius",739941,1058,719,0.6796,"Fish","Ectotherm",1346,"Lotic",41.93,-5.74,"Years",2.86,"1000m",3,1984,1984-01-01,NA,"Gut content (lethal)","Whole population","NA",33,"Phylum","Species"
"Kangur_1998","Esox_lucius",739941,279,171,0.6129,"Fish","Ectotherm",1346,"Lentic",58.7,27.43,"Years",2.86,"10km",4,1995,1995-01-01,NA,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Soupir_2000","Esox_lucius",739941,40,19,0.475,"Fish","Ectotherm",1346,"Lentic",48.48,-92.84,"Days",0,"100m",2,1997,1997-07-15,206,"Gut content (lethal)","Whole population","NA",5,"Class","Species"
"Soupir_2000","Esox_lucius",739941,58,34,0.5862,"Fish","Ectotherm",1346,"Lentic",46.77,-93.33,"Days",0,"100m",2,1997,1997-10-15,298,"Gut content (lethal)","Whole population","NA",4,"Class","Species"
"Soupir_2000","Esox_lucius",739941,57,31,0.5439,"Fish","Ectotherm",1346,"Lentic",48.48,-92.84,"Days",0,"100m",2,1997,1997-04-15,115,"Gut content (lethal)","Whole population","NA",3,"Class","Species"
"Soupir_2000","Esox_lucius",739941,48,16,0.3333,"Fish","Ectotherm",1346,"Lentic",48.52,-92.81,"Days",0,"100m",2,1997,1997-04-15,115,"Gut content (lethal)","Whole population","NA",6,"Class","Species"
"Dominguez_2000","Esox_lucius",739941,391,204,0.5217,"Fish","Ectotherm",1346,"Lotic",41.93,-5.74,"Years",2.86,"1000m",3,1984,1984-01-01,NA,"Gut content (lethal)","Whole population","NA",29,"Phylum","Species"
